DistanceFromHome,HourlyRate,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,Age,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,StockOptionLevel,BusinessTravel_0,BusinessTravel_1,BusinessTravel_2,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_0,OverTime_1,ESI,EPS,CE,TSI,WBI,TIS,Attrition
0.8400041347276065,0.8910731041795485,-0.8662608642436216,-0.6039107501479274,-0.678773515728442,-0.32789331844000197,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,-1.0785044383346125,-0.2106607044718917,0.5,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.8333333333333333,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.25,3.5,1219.5,3.0,3.0,0.125,0
0.7166099028849382,-0.8311549653184892,-0.4908110866307471,-0.8772324258614291,-0.16451140099023315,0.32522751910309133,0.21280194070989908,-0.6791456840737199,1.086895217551534,-1.0785044383346125,-0.8676718124782865,0.25,1.0,0.3333333333333333,0.25,0.6666666666666667,0.0,1.0,0.5,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.5,2.5,700.8333333333334,5.5,1.5,0.2,0
2.0739464531542895,-1.7168722582031943,-0.7632087181529345,0.4893759527060795,-0.8073390444129942,-0.32789331844000197,-0.6154915796172451,0.5625759024789769,-0.3148734873096303,-0.6780493930322936,-0.6486681098094882,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.5,3.0,976.0,3.5,2.0,0.11538461538461539,0
1.2101868302556114,1.333931750621901,-0.8163283810862784,-1.1505541015749308,-1.0644701017820986,-0.8177339465973219,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,-1.0785044383346125,-0.3201625558062908,0.25,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,668.0,1.75,3.0,0.21052631578947367,0
1.827157989468953,-0.7819484490471167,-0.9508273676335051,-0.3305890744344257,-0.678773515728442,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,0.9237707881769818,-0.9771736638126857,0.5,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.75,2.5,680.6666666666666,2.25,1.5,0.125,1
1.456975293940948,-0.7327419327757442,0.738802870950297,-1.1505541015749308,-0.16451140099023315,0.48850772848886465,1.3171933011460915,1.8042974890316739,1.086895217551534,-0.6780493930322936,-0.8676718124782865,0.75,0.3333333333333333,1.0,0.5,0.0,0.0,0.6666666666666667,0.16666666666666666,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.25,3.5,3330.3333333333335,8.75,3.0,0.047619047619047616,0
-0.5173324155417446,0.6942470390940585,-0.6809794799321182,-0.8772324258614291,-0.5502079870438897,-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,0.24583399463483546,-1.0785044383346125,-0.5391662584750891,0.25,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.25,3.5,1655.0,3.25,1.0,0.4,0
0.8400041347276065,1.4815512994360187,-0.7581092305113335,-0.6039107501479274,-1.3216011591512031,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.6780493930322936,-1.6341847718190805,0.25,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.5,737.0,0.25,1.0,0.732959989096408,0
-0.8875151110697495,0.5958340065513135,1.8961740869419934,0.21605427699257776,2.535364701385363,2.9377108692754645,1.0410954610370433,0.2521455058408027,0.8065414765793012,-0.27759434772997477,1.7603726195472926,0.75,0.0,0.3333333333333333,0.75,1.0,0.0,0.6666666666666667,0.5,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,2.5,965.1875,10.75,3.0,2.0,0
-0.8875151110697495,-1.0279810304039791,-0.5437182709123576,-1.1505541015749308,-0.678773515728442,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,0.9237707881769818,0.11784484953130571,0.5,1.0,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.5,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.5,3.0,988.75,2.0,1.5,2.0,0
0.2230329755142651,1.4815512994360187,-0.5294822012462215,0.7626976284195812,-0.8073390444129942,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,-1.0785044383346125,-1.4151810691502822,0.25,0.0,1.0,0.25,0.6666666666666667,0.0,1.0,0.8333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.5,3.5,671.5,2.5,2.0,0.732959989096408,0
-0.02375548817107146,0.7926600716368035,-0.6578193068931802,2.1293060069870897,-0.16451140099023315,-0.32789331844000197,-0.33939373950819707,-0.6791456840737199,-0.3148734873096303,1.7246808787816195,-0.10115885313749257,0.75,0.6666666666666667,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.25,3.0,3430.0,2.75,3.0,0.1111111111111111,1
-0.270543951856408,-0.6343289002329991,1.1667348755413154,-1.1505541015749308,0.2211851850634235,0.8150681472604113,0.48889978081894714,-0.058284890797371494,1.9279564404682326,-1.0785044383346125,-0.3201625558062908,0.75,0.0,0.6666666666666667,0.5,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666666,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25,3.0,2000.8333333333333,7.75,3.0,0.2857142857142857,0
0.7166099028849382,1.4815512994360187,-1.119960374413272,-0.3305890744344257,-1.4501666878357553,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.6780493930322936,-1.7436866231534796,0.25,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,1.0,1.0,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.5,3.0,311.5,0.0,3.0,0.26666666666666666,0
-0.3939381836990763,0.841866587908176,-0.7527972642179991,-1.1505541015749308,-0.42164245835933756,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,-0.27759434772997477,-0.3201625558062908,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25,3.0,2971.0,2.5,3.0,0.16666666666666666,1
-0.5173324155417446,-0.3882963188761366,2.6753333028482813,-1.1505541015749308,1.8925370579626022,1.141628566031958,2.4215846615822834,0.5625759024789769,1.086895217551534,0.523315742874663,1.7603726195472926,0.5,0.6666666666666667,0.6666666666666667,1.0,0.6666666666666667,0.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1273.6666666666667,9.75,2.0,0.6,0
0.8400041347276065,0.3005949089230785,-0.549030237205692,1.855984331273588,-0.16451140099023315,0.48850772848886465,-0.6154915796172451,1.1834366957553253,0.8065414765793012,-0.6780493930322936,-0.5391662584750891,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.5,3941.0,6.25,1.5,0.03125,1
-0.14714972001373974,-0.8803614815898617,0.06843272473149725,-1.1505541015749308,-0.16451140099023315,0.32522751910309133,0.7649976209279952,0.5625759024789769,-0.5952272282818631,-1.0785044383346125,0.5558522548689022,0.75,0.6666666666666667,0.6666666666666667,0.25,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1709.0,5.5,3.0,0.25,0
-0.270543951856408,-1.1756005792180968,0.7957471496148416,-0.3305890744344257,1.6354060005934978,2.4478702411181446,0.48889978081894714,0.8730062991171511,3.6100788863016295,0.12286069757234411,0.7748559575377005,0.75,0.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.6666666666666666,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.5,855.1666666666666,12.5,3.0,0.5714285714285714,0
-0.8875151110697495,0.841866587908176,2.644098941043475,-0.8772324258614291,1.3782749432243935,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.8755809692540959,0.12286069757234411,0.9938596602064987,0.75,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25,3.0,3791.8,1.75,2.0,0.5,0
-0.8875151110697495,0.5958340065513135,-0.8513873586222853,-1.1505541015749308,-0.5502079870438897,-0.9810141559830953,-0.8915894197262932,-0.6791456840737199,-1.1559347102263289,0.523315742874663,-0.42966440714069,0.5,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,1.0,0.5,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.5,3.0,626.75,0.5,3.0,2.0,0
0.09963874367159682,-1.2248070954894692,-0.008059589892517928,-0.6039107501479274,-0.2930769296747854,-0.4911735278257753,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,-0.27759434772997477,0.7748559575377005,0.75,1.0,0.6666666666666667,0.25,1.0,0.0,1.0,0.8333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,809.75,2.5,2.0,0.4,0
-0.02375548817107146,0.841866587908176,-0.9130061676249642,-0.6039107501479274,-0.16451140099023315,0.48850772848886465,-1.1676872598353414,-0.3687152874355457,1.086895217551534,-0.6780493930322936,-0.7581699611438873,0.25,1.0,0.3333333333333333,0.0,0.6666666666666667,0.0,0.0,0.8333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.75,2.5,739.6666666666666,4.75,3.0,0.3333333333333333,0
-0.5173324155417446,-0.4867093514188816,-0.9385036058329693,-0.3305890744344257,0.9925783571707368,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.12286069757234411,0.22734670086570485,0.5,1.0,0.6666666666666667,0.25,1.0,0.0,0.6666666666666667,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.75,3.0,262.5,0.25,4.0,0.8,1
-1.0109093429124179,-0.2406767700620191,-0.8945205249241606,0.21605427699257776,-0.678773515728442,-0.8177339465973219,-1.1676872598353414,-0.058284890797371494,-1.1559347102263289,-0.27759434772997477,-1.4151810691502822,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.25,3.0,577.25,1.0,1.0,4.0,1
-0.8875151110697495,0.3005949089230785,-0.8197280395140124,-0.8772324258614291,-0.678773515728442,-0.32789331844000197,-0.33939373950819707,-0.3687152874355457,-0.0345197463373974,-0.6780493930322936,0.6653541062033014,0.25,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.25,3.5,885.6666666666666,3.25,2.0,1.5,0
-0.7641208792270812,0.9894861367222936,-0.8116538507481441,-0.3305890744344257,-1.0644701017820986,-0.6544537372115486,-0.6154915796172451,-0.6791456840737199,-0.5952272282818631,-0.6780493930322936,1.4318670655440953,0.25,0.0,0.3333333333333333,0.0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.5,2.5,899.0,1.75,1.5,1.0,1
-0.8875151110697495,1.5307578157073911,-0.9538020687577723,-0.6039107501479274,-1.193035630466651,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,-0.6780493930322936,-0.2106607044718917,0.5,1.0,0.6666666666666667,0.0,1.0,0.0,0.0,0.5,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,506.75,2.0,3.0,2.0,0
-0.5173324155417446,0.7926600716368035,-0.6552695630723797,-0.3305890744344257,-0.678773515728442,-0.9810141559830953,-0.8915894197262932,-0.6791456840737199,-1.1559347102263289,2.5255909693862573,-0.10115885313749257,0.75,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.75,2.5,3433.0,0.5,2.0,0.2,0
-1.0109093429124179,-1.1756005792180968,-0.23944884163016386,1.036019304133083,-0.16451140099023315,-0.32789331844000197,-0.33939373950819707,-0.3687152874355457,-0.3148734873096303,-0.27759434772997477,-0.42966440714069,0.5,0.6666666666666667,1.0,0.25,0.0,0.0,0.0,0.5,0.6666666666666667,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.5,2697.5,3.0,3.0,0.5,0
-0.6407266473844129,0.448214457737196,-0.967188223816975,-0.8772324258614291,-1.3216011591512031,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.6780493930322936,-0.2106607044718917,0.25,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.6666666666666667,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.25,3.0,490.75,0.25,3.0,1.0,0
-0.8875151110697495,-1.6184592256604493,-0.8843215496409585,-0.6039107501479274,-1.3216011591512031,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-0.6780493930322936,-1.0866755151470848,0.75,1.0,0.6666666666666667,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2354.0,0.25,3.0,0.5,0
